time,event,session,trialNo,trialType
5588,R,20,1177,Probe
5655,R,20,1177,Probe
5732,R,20,1177,Probe
5761,R,20,1177,Probe
5783,R,20,1177,Probe
5858,R,20,1177,Probe
5921,R,20,1177,Probe
5932,R,20,1177,Probe
6017,R,20,1177,Probe
6030,R,20,1177,Probe
6040,R,20,1177,Probe
6110,R,20,1177,Probe
6185,R,20,1177,Probe
6258,R,20,1177,Probe
6267,R,20,1177,Probe
6332,R,20,1177,Probe
6379,R,20,1177,Probe
6456,R,20,1177,Probe
6518,R,20,1177,Probe
6529,R,20,1177,Probe
6540,R,20,1177,Probe
6600,R,20,1177,Probe
6657,R,20,1177,Probe
6669,R,20,1177,Probe
6737,R,20,1177,Probe
6747,R,20,1177,Probe
6801,R,20,1177,Probe
6812,R,20,1177,Probe
6866,R,20,1177,Probe
6890,R,20,1177,Probe
6939,R,20,1177,Probe
6952,R,20,1177,Probe
6979,R,20,1177,Probe
7027,R,20,1177,Probe
7038,R,20,1177,Probe
7126,R,20,1177,Probe
7137,R,20,1177,Probe
7207,R,20,1177,Probe
7297,R,20,1177,Probe
7313,R,20,1177,Probe
7343,R,20,1177,Probe
7397,R,20,1177,Probe
7444,R,20,1177,Probe
7457,R,20,1177,Probe
7513,R,20,1177,Probe
7568,R,20,1177,Probe
7580,R,20,1177,Probe
7638,R,20,1177,Probe
7716,R,20,1177,Probe
7727,R,20,1177,Probe
7778,R,20,1177,Probe
7789,R,20,1177,Probe
7842,R,20,1177,Probe
7926,R,20,1177,Probe
7937,R,20,1177,Probe
7992,R,20,1177,Probe
8004,R,20,1177,Probe
8055,R,20,1177,Probe
8121,R,20,1177,Probe
8156,R,20,1177,Probe
8166,R,20,1177,Probe
8197,R,20,1177,Probe
8209,R,20,1177,Probe
8242,R,20,1177,Probe
8332,R,20,1177,Probe
8404,R,20,1177,Probe
8474,R,20,1177,Probe
8535,R,20,1177,Probe
8902,LI,20,1177,Probe
8926,LI,20,1177,Probe
9056,R,20,1177,Probe
9103,R,20,1177,Probe
9209,R,20,1177,Probe
9295,R,20,1177,Probe
9307,R,20,1177,Probe
9319,R,20,1177,Probe
9333,R,20,1177,Probe
9520,R,20,1177,Probe
9532,R,20,1177,Probe
12585,R,20,1177,Probe
391,LI,20,1178,Probe
403,LI,20,1178,Probe
439,LI,20,1178,Probe
451,LI,20,1178,Probe
467,LI,20,1178,Probe
507,LI,20,1178,Probe
541,LI,20,1178,Probe
584,LI,20,1178,Probe
677,LI,20,1178,Probe
691,LI,20,1178,Probe
716,LI,20,1178,Probe
745,LI,20,1178,Probe
760,LI,20,1178,Probe
806,LI,20,1178,Probe
928,LI,20,1178,Probe
941,LI,20,1178,Probe
977,LI,20,1178,Probe
990,LI,20,1178,Probe
1017,LI,20,1178,Probe
1029,LI,20,1178,Probe
1065,LI,20,1178,Probe
1077,LI,20,1178,Probe
1101,LI,20,1178,Probe
1136,LI,20,1178,Probe
1174,LI,20,1178,Probe
1209,LI,20,1178,Probe
1358,LI,20,1178,Probe
1370,LI,20,1178,Probe
1382,LI,20,1178,Probe
1433,LI,20,1178,Probe
1444,LI,20,1178,Probe
1458,LI,20,1178,Probe
1469,LI,20,1178,Probe
1545,LI,20,1178,Probe
1580,LI,20,1178,Probe
1640,LI,20,1178,Probe
1651,LI,20,1178,Probe
1833,LI,20,1178,Probe
1845,LI,20,1178,Probe
1880,LI,20,1178,Probe
1917,LI,20,1178,Probe
1928,LI,20,1178,Probe
1981,LI,20,1178,Probe
1993,LI,20,1178,Probe
2005,LI,20,1178,Probe
2017,LI,20,1178,Probe
2036,LI,20,1178,Probe
2093,LI,20,1178,Probe
2105,LI,20,1178,Probe
2120,LI,20,1178,Probe
2156,LI,20,1178,Probe
2194,LI,20,1178,Probe
2206,LI,20,1178,Probe
2218,LI,20,1178,Probe
2229,LI,20,1178,Probe
2238,LI,20,1178,Probe
2285,LI,20,1178,Probe
2334,LI,20,1178,Probe
2346,LI,20,1178,Probe
2359,LI,20,1178,Probe
2377,LI,20,1178,Probe
2414,LI,20,1178,Probe
2473,LI,20,1178,Probe
2606,LI,20,1178,Probe
2625,LI,20,1178,Probe
2664,LI,20,1178,Probe
2676,LI,20,1178,Probe
2686,LI,20,1178,Probe
2698,LI,20,1178,Probe
2708,LI,20,1178,Probe
2725,LI,20,1178,Probe
2758,LI,20,1178,Probe
2789,LI,20,1178,Probe
2800,LI,20,1178,Probe
2813,LI,20,1178,Probe
2851,LI,20,1178,Probe
2959,LI,20,1178,Probe
2972,LI,20,1178,Probe
3050,R,20,1178,Probe
3094,R,20,1178,Probe
3170,LI,20,1178,Probe
3188,LI,20,1178,Probe
3220,LI,20,1178,Probe
3233,LI,20,1178,Probe
3247,LI,20,1178,Probe
3317,LI,20,1178,Probe
3405,LI,20,1178,Probe
3411,LI,20,1178,Probe
3453,LI,20,1178,Probe
3555,R,20,1178,Probe
3631,R,20,1178,Probe
3676,R,20,1178,Probe
3687,R,20,1178,Probe
3699,R,20,1178,Probe
3707,R,20,1178,Probe
3728,R,20,1178,Probe
3739,R,20,1178,Probe
3760,R,20,1178,Probe
3767,R,20,1178,Probe
3844,R,20,1178,Probe
3856,R,20,1178,Probe
3868,R,20,1178,Probe
3917,R,20,1178,Probe
3964,R,20,1178,Probe
3975,R,20,1178,Probe
3986,R,20,1178,Probe
4043,R,20,1178,Probe
4054,R,20,1178,Probe
4066,R,20,1178,Probe
4076,R,20,1178,Probe
4086,R,20,1178,Probe
4133,R,20,1178,Probe
4145,R,20,1178,Probe
4218,R,20,1178,Probe
4228,R,20,1178,Probe
4272,R,20,1178,Probe
4283,R,20,1178,Probe
4296,R,20,1178,Probe
4365,R,20,1178,Probe
4420,R,20,1178,Probe
4467,R,20,1178,Probe
4478,R,20,1178,Probe
4488,R,20,1178,Probe
4536,R,20,1178,Probe
4612,R,20,1178,Probe
4625,R,20,1178,Probe
4674,R,20,1178,Probe
4729,R,20,1178,Probe
4740,R,20,1178,Probe
4750,R,20,1178,Probe
4814,R,20,1178,Probe
4824,R,20,1178,Probe
4875,R,20,1178,Probe
4933,R,20,1178,Probe
4991,R,20,1178,Probe
5002,R,20,1178,Probe
5013,R,20,1178,Probe
5022,R,20,1178,Probe
5080,R,20,1178,Probe
5090,R,20,1178,Probe
5121,R,20,1178,Probe
5141,R,20,1178,Probe
5198,R,20,1178,Probe
5210,R,20,1178,Probe
5285,R,20,1178,Probe
5299,R,20,1178,Probe
5352,R,20,1178,Probe
5406,R,20,1178,Probe
5418,R,20,1178,Probe
5511,R,20,1178,Probe
5588,R,20,1178,Probe
5598,R,20,1178,Probe
5610,R,20,1178,Probe
5681,R,20,1178,Probe
5752,R,20,1178,Probe
5763,R,20,1178,Probe
5824,R,20,1178,Probe
5898,R,20,1178,Probe
5966,R,20,1178,Probe
6036,R,20,1178,Probe
6101,R,20,1178,Probe
6137,R,20,1178,Probe
6217,R,20,1178,Probe
6287,R,20,1178,Probe
6330,R,20,1178,Probe
6404,R,20,1178,Probe
6412,R,20,1178,Probe
6461,R,20,1178,Probe
6541,R,20,1178,Probe
6617,R,20,1178,Probe
6688,R,20,1178,Probe
6764,R,20,1178,Probe
6788,R,20,1178,Probe
6836,R,20,1178,Probe
6920,R,20,1178,Probe
6932,R,20,1178,Probe
6944,R,20,1178,Probe
6954,R,20,1178,Probe
7004,R,20,1178,Probe
7064,R,20,1178,Probe
7127,R,20,1178,Probe
7191,R,20,1178,Probe
7203,R,20,1178,Probe
7214,R,20,1178,Probe
7229,R,20,1178,Probe
7292,R,20,1178,Probe
7365,R,20,1178,Probe
7417,R,20,1178,Probe
7473,R,20,1178,Probe
7530,R,20,1178,Probe
7541,R,20,1178,Probe
7607,R,20,1178,Probe
7694,R,20,1178,Probe
7706,R,20,1178,Probe
7721,R,20,1178,Probe
7767,R,20,1178,Probe
7799,R,20,1178,Probe
7821,R,20,1178,Probe
7833,R,20,1178,Probe
7893,R,20,1178,Probe
7938,R,20,1178,Probe
7949,R,20,1178,Probe
7961,R,20,1178,Probe
7974,R,20,1178,Probe
8010,R,20,1178,Probe
8024,R,20,1178,Probe
8038,R,20,1178,Probe
8045,R,20,1178,Probe
8100,R,20,1178,Probe
8109,R,20,1178,Probe
8161,R,20,1178,Probe
8205,R,20,1178,Probe
8239,R,20,1178,Probe
8252,R,20,1178,Probe
8264,R,20,1178,Probe
8320,R,20,1178,Probe
8333,R,20,1178,Probe
8347,R,20,1178,Probe
8357,R,20,1178,Probe
8370,R,20,1178,Probe
8422,R,20,1178,Probe
8456,R,20,1178,Probe
8488,R,20,1178,Probe
8540,R,20,1178,Probe
8590,R,20,1178,Probe
8599,R,20,1178,Probe
8617,R,20,1178,Probe
8717,R,20,1178,Probe
8770,R,20,1178,Probe
8781,R,20,1178,Probe
8795,R,20,1178,Probe
8808,R,20,1178,Probe
8819,R,20,1178,Probe
8832,R,20,1178,Probe
8863,R,20,1178,Probe
8917,R,20,1178,Probe
8993,R,20,1178,Probe
9047,R,20,1178,Probe
9059,R,20,1178,Probe
9072,R,20,1178,Probe
9084,R,20,1178,Probe
9296,LI,20,1178,Probe
9317,LI,20,1178,Probe
9342,LI,20,1178,Probe
9355,LI,20,1178,Probe
9437,R,20,1178,Probe
9571,R,20,1178,Probe
9587,R,20,1178,Probe
9600,R,20,1178,Probe
9630,R,20,1178,Probe
9729,R,20,1178,Probe
10541,LI,20,1178,Probe
10710,R,20,1178,Probe
12142,LI,20,1178,Probe
12162,LI,20,1178,Probe
12262,LI,20,1178,Probe
12356,LI,20,1178,Probe
13762,LI,20,1178,Probe
171,R,20,1179,Long
295,LI,20,1179,Long
333,LI,20,1179,Long
346,LI,20,1179,Long
375,LI,20,1179,Long
388,LI,20,1179,Long
432,LI,20,1179,Long
442,LI,20,1179,Long
457,LI,20,1179,Long
517,LI,20,1179,Long
528,LI,20,1179,Long
542,LI,20,1179,Long
553,LI,20,1179,Long
584,LI,20,1179,Long
596,LI,20,1179,Long
637,LI,20,1179,Long
685,LI,20,1179,Long
703,LI,20,1179,Long
757,LI,20,1179,Long
827,LI,20,1179,Long
861,LI,20,1179,Long
885,LI,20,1179,Long
913,LI,20,1179,Long
927,LI,20,1179,Long
993,LI,20,1179,Long
1072,LI,20,1179,Long
1129,LI,20,1179,Long
1141,LI,20,1179,Long
1151,LI,20,1179,Long
1189,LI,20,1179,Long
1201,LI,20,1179,Long
1214,LI,20,1179,Long
1229,LI,20,1179,Long
1242,LI,20,1179,Long
1290,LI,20,1179,Long
1303,LI,20,1179,Long
1314,LI,20,1179,Long
1333,LI,20,1179,Long
1345,LI,20,1179,Long
1403,LI,20,1179,Long
1433,LI,20,1179,Long
1487,LI,20,1179,Long
1499,LI,20,1179,Long
1649,LI,20,1179,Long
1704,LI,20,1179,Long
1720,LI,20,1179,Long
1735,LI,20,1179,Long
1765,LI,20,1179,Long
1792,LI,20,1179,Long
1845,LI,20,1179,Long
1857,LI,20,1179,Long
1894,LI,20,1179,Long
1911,LI,20,1179,Long
1923,LI,20,1179,Long
1932,LI,20,1179,Long
1976,LI,20,1179,Long
2068,LI,20,1179,Long
2185,LI,20,1179,Long
2219,LI,20,1179,Long
2230,LI,20,1179,Long
2243,LI,20,1179,Long
2292,LI,20,1179,Long
2306,LI,20,1179,Long
2316,LI,20,1179,Long
2352,LI,20,1179,Long
2390,LI,20,1179,Long
2447,LI,20,1179,Long
2459,LI,20,1179,Long
2476,LI,20,1179,Long
2524,LI,20,1179,Long
2649,R,20,1179,Long
2715,LI,20,1179,Long
2770,LI,20,1179,Long
2784,LI,20,1179,Long
2815,LI,20,1179,Long
2831,LI,20,1179,Long
2846,LI,20,1179,Long
2857,LI,20,1179,Long
2901,LI,20,1179,Long
2927,LI,20,1179,Long
2947,LI,20,1179,Long
2961,LI,20,1179,Long
2972,LI,20,1179,Long
3046,LI,20,1179,Long
3056,LI,20,1179,Long
3094,LI,20,1179,Long
3104,LI,20,1179,Long
3115,LI,20,1179,Long
3128,LI,20,1179,Long
3139,LI,20,1179,Long
3151,LI,20,1179,Long
3205,LI,20,1179,Long
3253,LI,20,1179,Long
3264,LI,20,1179,Long
3317,LI,20,1179,Long
3342,LI,20,1179,Long
3508,LI,20,1179,Long
3520,LI,20,1179,Long
3551,LI,20,1179,Long
3564,LI,20,1179,Long
3575,LI,20,1179,Long
3619,LI,20,1179,Long
3662,LI,20,1179,Long
3678,LI,20,1179,Long
3714,LI,20,1179,Long
3756,LI,20,1179,Long
3790,LI,20,1179,Long
3801,LI,20,1179,Long
3811,LI,20,1179,Long
3823,LI,20,1179,Long
3889,LI,20,1179,Long
3901,LI,20,1179,Long
3929,LI,20,1179,Long
4015,R,20,1179,Long
4150,LI,20,1179,Long
4155,LI,20,1179,Long
4172,LI,20,1179,Long
4225,LI,20,1179,Long
4239,LI,20,1179,Long
4252,LI,20,1179,Long
4266,LI,20,1179,Long
4300,LI,20,1179,Long
4316,LI,20,1179,Long
4332,LI,20,1179,Long
4350,LI,20,1179,Long
4387,LI,20,1179,Long
4402,LI,20,1179,Long
4457,LI,20,1179,Long
4470,LI,20,1179,Long
4488,LI,20,1179,Long
253,RI,20,1180,Short
356,L,20,1180,Short
373,L,20,1180,Short
423,L,20,1180,Short
436,L,20,1180,Short
445,L,20,1180,Short
460,L,20,1180,Short
486,L,20,1180,Short
529,L,20,1180,Short
633,L,20,1180,Short
646,L,20,1180,Short
659,L,20,1180,Short
704,L,20,1180,Short
808,L,20,1180,Short
825,L,20,1180,Short
867,L,20,1180,Short
878,L,20,1180,Short
893,L,20,1180,Short
919,L,20,1180,Short
931,L,20,1180,Short
981,L,20,1180,Short
1088,RI,20,1180,Short
1162,RI,20,1180,Short
1172,RI,20,1180,Short
1189,RI,20,1180,Short
1215,RI,20,1180,Short
1229,RI,20,1180,Short
1317,RI,20,1180,Short
1328,RI,20,1180,Short
1339,RI,20,1180,Short
1351,RI,20,1180,Short
1425,RI,20,1180,Short
1438,RI,20,1180,Short
1479,RI,20,1180,Short
134,LI,20,1181,Probe
146,LI,20,1181,Probe
167,LI,20,1181,Probe
204,LI,20,1181,Probe
215,LI,20,1181,Probe
227,LI,20,1181,Probe
344,LI,20,1181,Probe
375,LI,20,1181,Probe
399,LI,20,1181,Probe
413,LI,20,1181,Probe
427,LI,20,1181,Probe
440,LI,20,1181,Probe
471,LI,20,1181,Probe
525,LI,20,1181,Probe
605,LI,20,1181,Probe
671,LI,20,1181,Probe
705,LI,20,1181,Probe
715,LI,20,1181,Probe
738,LI,20,1181,Probe
752,LI,20,1181,Probe
767,LI,20,1181,Probe
776,LI,20,1181,Probe
797,LI,20,1181,Probe
810,LI,20,1181,Probe
845,LI,20,1181,Probe
857,LI,20,1181,Probe
886,LI,20,1181,Probe
921,LI,20,1181,Probe
954,LI,20,1181,Probe
1068,LI,20,1181,Probe
1082,LI,20,1181,Probe
1117,LI,20,1181,Probe
1130,LI,20,1181,Probe
1142,LI,20,1181,Probe
1157,LI,20,1181,Probe
1196,LI,20,1181,Probe
1255,LI,20,1181,Probe
1282,LI,20,1181,Probe
1457,LI,20,1181,Probe
1470,LI,20,1181,Probe
1516,LI,20,1181,Probe
1528,LI,20,1181,Probe
1539,LI,20,1181,Probe
1557,LI,20,1181,Probe
1568,LI,20,1181,Probe
1584,LI,20,1181,Probe
1608,LI,20,1181,Probe
1621,LI,20,1181,Probe
1633,LI,20,1181,Probe
1648,LI,20,1181,Probe
1662,LI,20,1181,Probe
1709,LI,20,1181,Probe
1721,LI,20,1181,Probe
1733,LI,20,1181,Probe
1743,LI,20,1181,Probe
1760,LI,20,1181,Probe
1804,LI,20,1181,Probe
1817,LI,20,1181,Probe
1829,LI,20,1181,Probe
1845,LI,20,1181,Probe
2006,LI,20,1181,Probe
2020,LI,20,1181,Probe
2056,LI,20,1181,Probe
2070,LI,20,1181,Probe
2116,LI,20,1181,Probe
2127,LI,20,1181,Probe
2139,LI,20,1181,Probe
2155,LI,20,1181,Probe
2191,LI,20,1181,Probe
2258,LI,20,1181,Probe
2365,R,20,1181,Probe
2470,LI,20,1181,Probe
2483,LI,20,1181,Probe
2516,LI,20,1181,Probe
2557,LI,20,1181,Probe
2569,LI,20,1181,Probe
2579,LI,20,1181,Probe
2595,LI,20,1181,Probe
2607,LI,20,1181,Probe
2645,LI,20,1181,Probe
2655,LI,20,1181,Probe
2669,LI,20,1181,Probe
2687,LI,20,1181,Probe
2701,LI,20,1181,Probe
2711,LI,20,1181,Probe
2819,LI,20,1181,Probe
2986,R,20,1181,Probe
3047,R,20,1181,Probe
3058,R,20,1181,Probe
3072,R,20,1181,Probe
3109,R,20,1181,Probe
3123,R,20,1181,Probe
3159,R,20,1181,Probe
3172,R,20,1181,Probe
3197,R,20,1181,Probe
3217,R,20,1181,Probe
3284,R,20,1181,Probe
3296,R,20,1181,Probe
3307,R,20,1181,Probe
3318,R,20,1181,Probe
3329,R,20,1181,Probe
3345,R,20,1181,Probe
3357,R,20,1181,Probe
3394,R,20,1181,Probe
3458,R,20,1181,Probe
3503,R,20,1181,Probe
3548,R,20,1181,Probe
3554,R,20,1181,Probe
3601,R,20,1181,Probe
3615,R,20,1181,Probe
3626,R,20,1181,Probe
3673,R,20,1181,Probe
3741,R,20,1181,Probe
3753,R,20,1181,Probe
3765,R,20,1181,Probe
3777,R,20,1181,Probe
3788,R,20,1181,Probe
3825,R,20,1181,Probe
3891,R,20,1181,Probe
3903,R,20,1181,Probe
3957,R,20,1181,Probe
4041,R,20,1181,Probe
4072,R,20,1181,Probe
4094,R,20,1181,Probe
4112,R,20,1181,Probe
4160,R,20,1181,Probe
4235,R,20,1181,Probe
4245,R,20,1181,Probe
4267,R,20,1181,Probe
4278,R,20,1181,Probe
4336,R,20,1181,Probe
4398,R,20,1181,Probe
4407,R,20,1181,Probe
4424,R,20,1181,Probe
4498,R,20,1181,Probe
4552,R,20,1181,Probe
4597,R,20,1181,Probe
4685,R,20,1181,Probe
4719,R,20,1181,Probe
4762,R,20,1181,Probe
4772,R,20,1181,Probe
4819,R,20,1181,Probe
4870,R,20,1181,Probe
4881,R,20,1181,Probe
4892,R,20,1181,Probe
4902,R,20,1181,Probe
4941,R,20,1181,Probe
5024,R,20,1181,Probe
5071,R,20,1181,Probe
5083,R,20,1181,Probe
5134,R,20,1181,Probe
5209,R,20,1181,Probe
5286,R,20,1181,Probe
5299,R,20,1181,Probe
5310,R,20,1181,Probe
5323,R,20,1181,Probe
5335,R,20,1181,Probe
5347,R,20,1181,Probe
5389,R,20,1181,Probe
5400,R,20,1181,Probe
5442,R,20,1181,Probe
5455,R,20,1181,Probe
5503,R,20,1181,Probe
5534,R,20,1181,Probe
5553,R,20,1181,Probe
5583,R,20,1181,Probe
5666,R,20,1181,Probe
5740,R,20,1181,Probe
5752,R,20,1181,Probe
5814,R,20,1181,Probe
5868,R,20,1181,Probe
5920,R,20,1181,Probe
5956,R,20,1181,Probe
5984,R,20,1181,Probe
6013,R,20,1181,Probe
6061,R,20,1181,Probe
6087,R,20,1181,Probe
6139,R,20,1181,Probe
6179,R,20,1181,Probe
6240,R,20,1181,Probe
6311,R,20,1181,Probe
6816,LI,20,1181,Probe
7003,R,20,1181,Probe
7091,R,20,1181,Probe
8805,R,20,1181,Probe
8978,R,20,1181,Probe
9855,R,20,1181,Probe
10120,LI,20,1181,Probe
10137,LI,20,1181,Probe
10158,LI,20,1181,Probe
10195,LI,20,1181,Probe
10206,LI,20,1181,Probe
10216,LI,20,1181,Probe
10250,LI,20,1181,Probe
10298,LI,20,1181,Probe
10308,LI,20,1181,Probe
10595,FC,20,1181,Probe
11114,R,20,1181,Probe
11375,R,20,1181,Probe
380,L,20,1182,Short
417,L,20,1182,Short
428,L,20,1182,Short
453,L,20,1182,Short
468,L,20,1182,Short
492,L,20,1182,Short
559,L,20,1182,Short
645,L,20,1182,Short
659,L,20,1182,Short
686,L,20,1182,Short
757,L,20,1182,Short
769,L,20,1182,Short
811,L,20,1182,Short
824,L,20,1182,Short
837,L,20,1182,Short
886,L,20,1182,Short
898,L,20,1182,Short
942,L,20,1182,Short
956,L,20,1182,Short
997,L,20,1182,Short
1014,L,20,1182,Short
1075,L,20,1182,Short
1181,L,20,1182,Short
1230,L,20,1182,Short
1241,L,20,1182,Short
1269,L,20,1182,Short
1282,L,20,1182,Short
1322,L,20,1182,Short
1334,L,20,1182,Short
1345,L,20,1182,Short
1358,L,20,1182,Short
1368,L,20,1182,Short
1402,L,20,1182,Short
1411,L,20,1182,Short
1443,L,20,1182,Short
1457,L,20,1182,Short
447,LI,20,1183,Long
479,LI,20,1183,Long
491,LI,20,1183,Long
514,LI,20,1183,Long
550,LI,20,1183,Long
575,LI,20,1183,Long
671,LI,20,1183,Long
767,LI,20,1183,Long
866,LI,20,1183,Long
906,LI,20,1183,Long
918,LI,20,1183,Long
933,LI,20,1183,Long
975,LI,20,1183,Long
986,LI,20,1183,Long
998,LI,20,1183,Long
1010,LI,20,1183,Long
1052,LI,20,1183,Long
1113,LI,20,1183,Long
1253,LI,20,1183,Long
1303,LI,20,1183,Long
1315,LI,20,1183,Long
1328,LI,20,1183,Long
1340,LI,20,1183,Long
1379,LI,20,1183,Long
1532,R,20,1183,Long
1617,LI,20,1183,Long
1652,LI,20,1183,Long
1687,LI,20,1183,Long
1698,LI,20,1183,Long
1735,LI,20,1183,Long
1747,LI,20,1183,Long
1762,LI,20,1183,Long
1773,LI,20,1183,Long
1789,LI,20,1183,Long
1855,LI,20,1183,Long
1869,LI,20,1183,Long
1897,LI,20,1183,Long
1910,LI,20,1183,Long
1926,LI,20,1183,Long
1992,LI,20,1183,Long
2025,LI,20,1183,Long
2044,LI,20,1183,Long
2056,LI,20,1183,Long
2089,LI,20,1183,Long
2112,LI,20,1183,Long
2197,LI,20,1183,Long
2202,LI,20,1183,Long
2214,LI,20,1183,Long
2346,R,20,1183,Long
2561,LI,20,1183,Long
2625,LI,20,1183,Long
2637,LI,20,1183,Long
2648,LI,20,1183,Long
2662,LI,20,1183,Long
2673,LI,20,1183,Long
2687,LI,20,1183,Long
2738,LI,20,1183,Long
2752,LI,20,1183,Long
2766,LI,20,1183,Long
2779,LI,20,1183,Long
2794,LI,20,1183,Long
2818,LI,20,1183,Long
2990,R,20,1183,Long
3033,R,20,1183,Long
3060,R,20,1183,Long
3070,R,20,1183,Long
3082,R,20,1183,Long
3093,R,20,1183,Long
3104,R,20,1183,Long
3145,R,20,1183,Long
3156,R,20,1183,Long
3193,R,20,1183,Long
3218,R,20,1183,Long
3288,R,20,1183,Long
3301,R,20,1183,Long
3311,R,20,1183,Long
3322,R,20,1183,Long
3408,R,20,1183,Long
3421,R,20,1183,Long
3452,R,20,1183,Long
3472,R,20,1183,Long
3498,R,20,1183,Long
3567,R,20,1183,Long
3582,R,20,1183,Long
3635,R,20,1183,Long
3693,R,20,1183,Long
3777,R,20,1183,Long
3788,R,20,1183,Long
3799,R,20,1183,Long
3810,R,20,1183,Long
3823,R,20,1183,Long
3831,R,20,1183,Long
3885,R,20,1183,Long
3898,R,20,1183,Long
3929,R,20,1183,Long
3998,R,20,1183,Long
4010,R,20,1183,Long
4020,R,20,1183,Long
4032,R,20,1183,Long
4050,R,20,1183,Long
4081,R,20,1183,Long
4099,R,20,1183,Long
4126,R,20,1183,Long
4139,R,20,1183,Long
4151,R,20,1183,Long
4165,R,20,1183,Long
4223,R,20,1183,Long
4277,R,20,1183,Long
4350,R,20,1183,Long
4362,R,20,1183,Long
4373,R,20,1183,Long
4387,R,20,1183,Long
4456,R,20,1183,Long
4469,R,20,1183,Long
4480,R,20,1183,Long
4489,R,20,1183,Long
1105,R,20,1184,Probe
1123,R,20,1184,Probe
1138,R,20,1184,Probe
1149,R,20,1184,Probe
1164,R,20,1184,Probe
1216,R,20,1184,Probe
1288,R,20,1184,Probe
1355,R,20,1184,Probe
1485,LI,20,1184,Probe
1502,LI,20,1184,Probe
1518,LI,20,1184,Probe
1555,LI,20,1184,Probe
1567,LI,20,1184,Probe
1610,LI,20,1184,Probe
1624,LI,20,1184,Probe
1635,LI,20,1184,Probe
1689,LI,20,1184,Probe
1700,LI,20,1184,Probe
1710,LI,20,1184,Probe
1726,LI,20,1184,Probe
1738,LI,20,1184,Probe
1749,LI,20,1184,Probe
1798,LI,20,1184,Probe
1811,LI,20,1184,Probe
1882,LI,20,1184,Probe
1896,LI,20,1184,Probe
1908,LI,20,1184,Probe
1956,LI,20,1184,Probe
1985,LI,20,1184,Probe
1998,LI,20,1184,Probe
2011,LI,20,1184,Probe
2022,LI,20,1184,Probe
2037,LI,20,1184,Probe
2050,LI,20,1184,Probe
2127,LI,20,1184,Probe
2141,LI,20,1184,Probe
2151,LI,20,1184,Probe
2167,LI,20,1184,Probe
2180,LI,20,1184,Probe
2217,LI,20,1184,Probe
2247,LI,20,1184,Probe
2262,LI,20,1184,Probe
2320,LI,20,1184,Probe
2334,LI,20,1184,Probe
2349,LI,20,1184,Probe
2376,LI,20,1184,Probe
2392,LI,20,1184,Probe
2434,LI,20,1184,Probe
2562,LI,20,1184,Probe
2681,R,20,1184,Probe
2740,R,20,1184,Probe
2768,R,20,1184,Probe
2774,R,20,1184,Probe
2794,R,20,1184,Probe
2816,R,20,1184,Probe
2867,R,20,1184,Probe
2999,R,20,1184,Probe
3012,R,20,1184,Probe
3062,R,20,1184,Probe
3106,R,20,1184,Probe
3118,R,20,1184,Probe
3183,R,20,1184,Probe
3239,R,20,1184,Probe
3251,R,20,1184,Probe
3263,R,20,1184,Probe
3325,R,20,1184,Probe
3336,R,20,1184,Probe
3347,R,20,1184,Probe
3355,R,20,1184,Probe
3425,R,20,1184,Probe
3438,R,20,1184,Probe
3450,R,20,1184,Probe
3514,R,20,1184,Probe
3527,R,20,1184,Probe
3595,R,20,1184,Probe
3608,R,20,1184,Probe
3656,R,20,1184,Probe
3696,R,20,1184,Probe
3707,R,20,1184,Probe
3743,R,20,1184,Probe
3782,R,20,1184,Probe
3793,R,20,1184,Probe
3802,R,20,1184,Probe
3863,R,20,1184,Probe
3918,R,20,1184,Probe
3997,R,20,1184,Probe
4008,R,20,1184,Probe
4019,R,20,1184,Probe
4031,R,20,1184,Probe
4080,R,20,1184,Probe
4164,R,20,1184,Probe
4238,R,20,1184,Probe
4295,R,20,1184,Probe
4299,R,20,1184,Probe
4335,R,20,1184,Probe
4347,R,20,1184,Probe
4438,R,20,1184,Probe
4450,R,20,1184,Probe
4459,R,20,1184,Probe
4508,R,20,1184,Probe
4571,R,20,1184,Probe
4582,R,20,1184,Probe
4594,R,20,1184,Probe
4607,R,20,1184,Probe
4675,R,20,1184,Probe
4687,R,20,1184,Probe
4698,R,20,1184,Probe
4709,R,20,1184,Probe
4744,R,20,1184,Probe
4829,R,20,1184,Probe
4863,R,20,1184,Probe
4886,R,20,1184,Probe
4891,R,20,1184,Probe
4965,R,20,1184,Probe
5030,R,20,1184,Probe
5042,R,20,1184,Probe
5113,R,20,1184,Probe
5126,R,20,1184,Probe
5165,R,20,1184,Probe
5214,R,20,1184,Probe
5226,R,20,1184,Probe
5239,R,20,1184,Probe
5295,R,20,1184,Probe
5367,R,20,1184,Probe
5378,R,20,1184,Probe
5464,R,20,1184,Probe
5516,R,20,1184,Probe
5591,R,20,1184,Probe
5603,R,20,1184,Probe
5671,R,20,1184,Probe
5684,R,20,1184,Probe
5696,R,20,1184,Probe
5707,R,20,1184,Probe
5780,R,20,1184,Probe
5792,R,20,1184,Probe
5865,R,20,1184,Probe
5929,R,20,1184,Probe
6001,R,20,1184,Probe
6012,R,20,1184,Probe
6088,R,20,1184,Probe
6101,R,20,1184,Probe
6167,R,20,1184,Probe
6178,R,20,1184,Probe
6263,R,20,1184,Probe
6275,R,20,1184,Probe
6351,R,20,1184,Probe
