time,event,session,trialNo,trialType
2895,R,1,1,Long
335,L,1,2,Short
600,L,1,2,Short
781,L,1,2,Short
984,L,1,2,Short
510,FC,1,4,Long
806,R,1,4,Long
1128,R,1,4,Long
2151,R,1,4,Long
2677,R,1,4,Long
3133,R,1,4,Long
3371,R,1,4,Long
3659,R,1,4,Long
377,L,1,5,Short
721,L,1,5,Short
721,R,1,6,Long
839,R,1,6,Long
1079,R,1,6,Long
1279,R,1,6,Long
2687,R,1,6,Long
2908,FC,1,6,Long
3825,R,1,6,Long
4100,R,1,6,Long
992,L,1,7,Short
1204,L,1,7,Short
380,L,1,8,Short
1201,L,1,8,Short
1370,L,1,8,Short
674,R,1,9,Long
2191,R,1,9,Long
2383,R,1,9,Long
3012,R,1,9,Long
3376,R,1,9,Long
3644,R,1,9,Long
3827,R,1,9,Long
4191,R,1,9,Long
4397,FC,1,9,Long
287,L,1,10,Short
1812,R,1,11,Long
2344,R,1,11,Long
2615,R,1,11,Long
2844,R,1,11,Long
3251,R,1,11,Long
3666,R,1,11,Long
3939,R,1,11,Long
4178,R,1,11,Long
2934,R,1,12,Long
3099,R,1,12,Long
3757,R,1,12,Long
3995,R,1,12,Long
4207,R,1,12,Long
884,R,1,13,Long
952,R,1,13,Long
3118,R,1,13,Long
926,R,1,14,Long
1134,R,1,14,Long
1316,R,1,14,Long
1615,FC,1,14,Long
2236,R,1,14,Long
2629,FC,1,14,Long
2737,R,1,14,Long
2847,R,1,14,Long
2855,R,1,14,Long
3091,R,1,14,Long
3481,R,1,14,Long
3659,R,1,14,Long
4074,R,1,14,Long
891,L,1,15,Short
1024,L,1,15,Short
1256,L,1,15,Short
1345,L,1,15,Short
1438,L,1,16,Short
487,R,1,17,Long
758,R,1,17,Long
1132,R,1,17,Long
1733,R,1,17,Long
2897,R,1,17,Long
3095,R,1,17,Long
3570,R,1,17,Long
3775,R,1,17,Long
700,L,1,18,Short
884,L,1,18,Short
1029,L,1,18,Short
1236,L,1,18,Short
1264,L,1,18,Short
922,R,1,19,Long
2414,R,1,19,Long
2519,R,1,19,Long
3245,R,1,19,Long
3447,R,1,19,Long
3788,R,1,19,Long
3991,R,1,19,Long
537,L,1,21,Short
702,L,1,21,Short
1222,L,1,21,Short
410,R,1,22,Long
1068,R,1,22,Long
1551,R,1,22,Long
1860,R,1,22,Long
2032,R,1,22,Long
3476,R,1,22,Long
3710,R,1,22,Long
4100,R,1,22,Long
254,L,1,23,Short
373,L,1,23,Short
1428,L,1,23,Short
636,R,1,24,Long
1182,R,1,24,Long
1424,R,1,24,Long
2128,R,1,24,Long
3489,R,1,24,Long
3781,R,1,24,Long
4442,R,1,24,Long
9,R,1,25,Long
308,R,1,25,Long
852,R,1,25,Long
1102,R,1,25,Long
1338,R,1,25,Long
1543,R,1,25,Long
2008,R,1,25,Long
2100,R,1,25,Long
3146,R,1,25,Long
3281,R,1,25,Long
3714,R,1,25,Long
3897,R,1,25,Long
1375,L,1,26,Short
432,R,1,27,Long
703,R,1,27,Long
1073,R,1,27,Long
1728,R,1,27,Long
2010,R,1,27,Long
2625,R,1,27,Long
3923,R,1,27,Long
4026,R,1,27,Long
202,L,1,28,Short
1265,L,1,28,Short
1340,L,1,28,Short
1482,L,1,28,Short
942,R,1,29,Long
1158,R,1,29,Long
1466,R,1,29,Long
1632,R,1,29,Long
3963,R,1,29,Long
4483,R,1,29,Long
219,L,1,30,Short
519,L,1,30,Short
268,R,1,31,Long
846,R,1,31,Long
1475,R,1,31,Long
1607,R,1,31,Long
1797,R,1,31,Long
2396,R,1,31,Long
2486,R,1,31,Long
2701,R,1,31,Long
2902,R,1,31,Long
3130,R,1,31,Long
3997,R,1,31,Long
222,L,1,32,Short
832,L,1,32,Short
468,R,1,33,Long
1038,R,1,33,Long
1274,R,1,33,Long
1539,R,1,33,Long
2419,R,1,33,Long
2625,R,1,33,Long
2975,R,1,33,Long
3309,R,1,33,Long
771,R,1,34,Long
1373,R,1,34,Long
1477,R,1,34,Long
2168,R,1,34,Long
2422,R,1,34,Long
2726,R,1,34,Long
2883,R,1,34,Long
1168,L,1,35,Short
1429,L,1,36,Short
2064,R,1,37,Long
2490,R,1,37,Long
2972,R,1,37,Long
3971,R,1,37,Long
4282,R,1,37,Long
795,R,1,38,Long
1121,R,1,38,Long
1298,R,1,38,Long
2080,R,1,38,Long
261,R,1,39,Long
3590,R,1,39,Long
4059,R,1,39,Long
4298,R,1,39,Long
367,L,1,41,Short
547,L,1,41,Short
996,L,1,41,Short
1030,L,1,41,Short
819,L,1,42,Short
1044,L,1,42,Short
1310,R,1,43,Long
2098,R,1,43,Long
2169,R,1,43,Long
2726,FC,1,43,Long
2845,R,1,43,Long
3005,R,1,43,Long
181,L,1,44,Short
734,L,1,44,Short
785,L,1,44,Short
1022,R,1,46,Long
401,R,1,47,Long
1632,R,1,47,Long
2730,R,1,47,Long
2921,R,1,47,Long
3351,R,1,47,Long
1417,R,1,49,Long
4025,R,1,49,Long
4111,R,1,50,Long
128,R,1,55,Long
1449,L,2,57,Short
1473,L,2,57,Short
478,L,2,58,Short
711,L,2,58,Short
851,L,2,58,Short
1084,L,2,58,Short
188,L,2,59,Short
410,L,2,59,Short
863,L,2,59,Short
1386,L,2,59,Short
1464,L,2,59,Short
104,R,2,60,Long
286,R,2,60,Long
353,R,2,60,Long
586,R,2,60,Long
1321,R,2,60,Long
1504,R,2,60,Long
1818,R,2,60,Long
1947,R,2,60,Long
2109,R,2,60,Long
2287,R,2,60,Long
2896,R,2,60,Long
3045,R,2,60,Long
3280,R,2,60,Long
349,R,2,61,Long
700,R,2,61,Long
1497,R,2,61,Long
2169,R,2,61,Long
2463,R,2,61,Long
2758,R,2,61,Long
2947,R,2,61,Long
3110,R,2,61,Long
3473,R,2,61,Long
3729,R,2,61,Long
4166,R,2,61,Long
4347,R,2,61,Long
224,R,2,62,Long
571,R,2,62,Long
704,R,2,62,Long
709,R,2,62,Long
778,R,2,62,Long
951,R,2,62,Long
1123,R,2,62,Long
1763,R,2,62,Long
2147,R,2,62,Long
2325,R,2,62,Long
2539,R,2,62,Long
2910,R,2,62,Long
3074,R,2,62,Long
3093,R,2,62,Long
3517,R,2,62,Long
3699,R,2,62,Long
4004,R,2,62,Long
4283,R,2,62,Long
236,R,2,63,Long
526,R,2,63,Long
838,R,2,63,Long
1027,R,2,63,Long
2123,R,2,63,Long
2474,R,2,63,Long
2658,R,2,63,Long
2847,R,2,63,Long
2882,R,2,63,Long
3024,R,2,63,Long
3195,R,2,63,Long
3653,R,2,63,Long
3784,R,2,63,Long
4030,R,2,63,Long
4247,R,2,63,Long
4363,R,2,63,Long
284,R,2,64,Long
396,R,2,64,Long
914,R,2,64,Long
1191,R,2,64,Long
1597,R,2,64,Long
1852,R,2,64,Long
2055,R,2,64,Long
2321,R,2,64,Long
2498,R,2,64,Long
2693,R,2,64,Long
3177,R,2,64,Long
3441,R,2,64,Long
3453,R,2,64,Long
3810,R,2,64,Long
4033,R,2,64,Long
4215,R,2,64,Long
174,L,2,65,Short
512,L,2,65,Short
1250,L,2,65,Short
1380,L,2,65,Short
1449,L,2,65,Short
234,R,2,66,Long
787,R,2,66,Long
1130,R,2,66,Long
1432,R,2,66,Long
1596,R,2,66,Long
1727,R,2,66,Long
2177,R,2,66,Long
2281,R,2,66,Long
2589,R,2,66,Long
2691,R,2,66,Long
2776,R,2,66,Long
2883,R,2,66,Long
2953,R,2,66,Long
3414,R,2,66,Long
3531,R,2,66,Long
3688,R,2,66,Long
3978,R,2,66,Long
4228,R,2,66,Long
267,L,2,67,Short
853,L,2,67,Short
959,L,2,67,Short
982,L,2,67,Short
1056,L,2,67,Short
379,L,2,68,Short
530,L,2,68,Short
989,L,2,68,Short
1215,L,2,68,Short
1308,L,2,68,Short
411,R,2,69,Long
589,R,2,69,Long
893,R,2,69,Long
1340,R,2,69,Long
1674,R,2,69,Long
2014,R,2,69,Long
2129,R,2,69,Long
2273,R,2,69,Long
2362,R,2,69,Long
2466,R,2,69,Long
2600,R,2,69,Long
3009,R,2,69,Long
3172,R,2,69,Long
3421,R,2,69,Long
4253,R,2,69,Long
4408,R,2,69,Long
185,L,2,70,Short
401,L,2,70,Short
781,L,2,70,Short
985,L,2,70,Short
1182,L,2,70,Short
251,R,2,71,Long
585,R,2,71,Long
766,R,2,71,Long
911,R,2,71,Long
1087,R,2,71,Long
1462,R,2,71,Long
1888,R,2,71,Long
2346,R,2,71,Long
2650,R,2,71,Long
2778,R,2,71,Long
3105,R,2,71,Long
3167,R,2,71,Long
3576,R,2,71,Long
3991,R,2,71,Long
4147,R,2,71,Long
4267,R,2,71,Long
4356,R,2,71,Long
337,R,2,72,Long
706,R,2,72,Long
889,R,2,72,Long
953,R,2,72,Long
1036,R,2,72,Long
1235,R,2,72,Long
1392,R,2,72,Long
1547,R,2,72,Long
1974,R,2,72,Long
2077,R,2,72,Long
2098,R,2,72,Long
2542,R,2,72,Long
2645,R,2,72,Long
2944,R,2,72,Long
3191,R,2,72,Long
3469,R,2,72,Long
3790,R,2,72,Long
3961,R,2,72,Long
4205,R,2,72,Long
4348,R,2,72,Long
247,L,2,73,Short
721,L,2,73,Short
803,L,2,73,Short
826,L,2,73,Short
899,L,2,73,Short
1208,L,2,73,Short
506,L,2,74,Short
601,L,2,74,Short
655,L,2,74,Short
843,L,2,74,Short
1332,L,2,74,Short
312,L,2,75,Short
760,L,2,75,Short
1019,L,2,75,Short
1253,L,2,75,Short
1449,L,2,75,Short
249,L,2,76,Short
557,L,2,76,Short
803,L,2,76,Short
978,L,2,76,Short
407,R,2,77,Long
726,R,2,77,Long
874,R,2,77,Long
1052,R,2,77,Long
1100,R,2,77,Long
1451,R,2,77,Long
1674,R,2,77,Long
1737,R,2,77,Long
1913,R,2,77,Long
2226,R,2,77,Long
2498,R,2,77,Long
2667,R,2,77,Long
2805,R,2,77,Long
3296,R,2,77,Long
3421,R,2,77,Long
3573,R,2,77,Long
3783,R,2,77,Long
4323,R,2,77,Long
462,R,2,78,Long
1212,R,2,78,Long
1268,R,2,78,Long
1356,R,2,78,Long
1693,R,2,78,Long
1890,R,2,78,Long
2086,R,2,78,Long
2428,R,2,78,Long
2555,R,2,78,Long
2625,R,2,78,Long
2792,R,2,78,Long
3373,R,2,78,Long
3840,R,2,78,Long
4074,R,2,78,Long
4091,R,2,78,Long
4275,FC,2,78,Long
540,R,2,79,Long
619,R,2,79,Long
1166,R,2,79,Long
1418,R,2,79,Long
1746,R,2,79,Long
1973,R,2,79,Long
2109,R,2,79,Long
2463,R,2,79,Long
2592,R,2,79,Long
2860,R,2,79,Long
3018,R,2,79,Long
3141,R,2,79,Long
3366,R,2,79,Long
3408,R,2,79,Long
3419,R,2,79,Long
3742,R,2,79,Long
3900,R,2,79,Long
4228,R,2,79,Long
457,L,2,80,Short
645,L,2,80,Short
925,L,2,80,Short
1108,L,2,80,Short
1180,L,2,80,Short
411,R,2,81,Long
605,R,2,81,Long
720,R,2,81,Long
1275,R,2,81,Long
1790,R,2,81,Long
2029,R,2,81,Long
2165,R,2,81,Long
2306,R,2,81,Long
2443,R,2,81,Long
2557,R,2,81,Long
2832,R,2,81,Long
3128,R,2,81,Long
3474,R,2,81,Long
3618,R,2,81,Long
3832,R,2,81,Long
179,L,2,82,Short
326,L,2,82,Short
425,L,2,82,Short
586,L,2,82,Short
597,L,2,82,Short
657,L,2,82,Short
817,L,2,82,Short
1195,L,2,82,Short
1404,L,2,82,Short
625,R,2,83,Long
884,R,2,83,Long
1413,R,2,83,Long
1780,R,2,83,Long
1940,R,2,83,Long
2040,R,2,83,Long
2424,R,2,83,Long
2503,R,2,83,Long
3155,R,2,83,Long
3699,R,2,83,Long
4334,R,2,83,Long
618,L,2,84,Short
900,L,2,84,Short
1009,L,2,84,Short
1048,L,2,84,Short
1218,L,2,84,Short
1372,L,2,84,Short
1448,L,2,84,Short
196,L,2,85,Short
250,L,2,85,Short
293,L,2,85,Short
326,L,2,85,Short
453,L,2,85,Short
548,L,2,85,Short
562,L,2,85,Short
981,L,2,85,Short
1086,L,2,85,Short
1201,L,2,85,Short
1243,L,2,85,Short
1307,L,2,85,Short
1385,L,2,85,Short
1439,L,2,85,Short
339,R,2,86,Long
420,R,2,86,Long
490,R,2,86,Long
712,R,2,86,Long
1107,R,2,86,Long
1315,R,2,86,Long
1714,R,2,86,Long
1848,R,2,86,Long
2236,R,2,86,Long
2332,R,2,86,Long
2684,R,2,86,Long
3019,R,2,86,Long
3133,R,2,86,Long
3714,R,2,86,Long
4095,R,2,86,Long
4360,R,2,86,Long
4403,R,2,86,Long
183,L,2,87,Short
286,L,2,87,Short
353,L,2,87,Short
417,L,2,87,Short
457,L,2,87,Short
467,L,2,87,Short
515,L,2,87,Short
736,L,2,87,Short
765,L,2,87,Short
1028,L,2,87,Short
1177,L,2,87,Short
1228,L,2,87,Short
1317,L,2,87,Short
1329,L,2,87,Short
1346,L,2,87,Short
732,R,2,88,Long
980,R,2,88,Long
1079,R,2,88,Long
1394,R,2,88,Long
1911,R,2,88,Long
2539,R,2,88,Long
3009,R,2,88,Long
3137,R,2,88,Long
4305,R,2,88,Long
339,L,2,89,Short
417,L,2,89,Short
624,L,2,89,Short
743,L,2,89,Short
776,L,2,89,Short
841,L,2,89,Short
862,L,2,89,Short
942,L,2,89,Short
1460,L,2,89,Short
259,R,2,90,Long
830,R,2,90,Long
1581,R,2,90,Long
2014,R,2,90,Long
2455,R,2,90,Long
2630,R,2,90,Long
2823,R,2,90,Long
2948,R,2,90,Long
3110,R,2,90,Long
3309,R,2,90,Long
3332,R,2,90,Long
3719,R,2,90,Long
3952,R,2,90,Long
4061,R,2,90,Long
4314,R,2,90,Long
275,L,2,91,Short
357,L,2,91,Short
496,L,2,91,Short
533,L,2,91,Short
654,L,2,91,Short
834,L,2,91,Short
888,L,2,91,Short
997,L,2,91,Short
1045,L,2,91,Short
444,R,2,92,Long
556,R,2,92,Long
1051,R,2,92,Long
1335,R,2,92,Long
1435,R,2,92,Long
1517,R,2,92,Long
1611,R,2,92,Long
1797,R,2,92,Long
1945,R,2,92,Long
2261,R,2,92,Long
2702,R,2,92,Long
2855,R,2,92,Long
4223,R,2,92,Long
504,L,2,93,Short
573,L,2,93,Short
600,L,2,93,Short
670,L,2,93,Short
772,L,2,93,Short
841,L,2,93,Short
866,L,2,93,Short
1140,L,2,93,Short
1254,L,2,93,Short
1326,L,2,93,Short
244,R,2,94,Long
602,R,2,94,Long
864,R,2,94,Long
939,R,2,94,Long
1003,R,2,94,Long
1184,R,2,94,Long
1289,R,2,94,Long
1358,R,2,94,Long
1624,R,2,94,Long
1691,R,2,94,Long
2078,R,2,94,Long
2580,R,2,94,Long
2764,R,2,94,Long
3006,R,2,94,Long
3124,R,2,94,Long
3193,R,2,94,Long
3599,R,2,94,Long
4080,R,2,94,Long
4330,R,2,94,Long
4456,R,2,94,Long
512,R,2,95,Long
933,R,2,95,Long
1280,R,2,95,Long
1343,R,2,95,Long
1533,R,2,95,Long
1602,R,2,95,Long
1844,R,2,95,Long
2158,R,2,95,Long
2241,R,2,95,Long
2669,R,2,95,Long
3054,R,2,95,Long
3187,R,2,95,Long
3337,R,2,95,Long
3460,R,2,95,Long
3751,R,2,95,Long
3943,R,2,95,Long
4183,R,2,95,Long
197,R,2,96,Long
887,R,2,96,Long
1215,R,2,96,Long
1491,R,2,96,Long
1680,R,2,96,Long
1885,R,2,96,Long
2054,R,2,96,Long
2434,R,2,96,Long
2630,R,2,96,Long
2773,R,2,96,Long
2852,R,2,96,Long
3337,R,2,96,Long
3771,R,2,96,Long
3860,R,2,96,Long
3978,R,2,96,Long
4303,R,2,96,Long
753,L,2,97,Short
799,L,2,97,Short
843,L,2,97,Short
894,L,2,97,Short
1148,L,2,97,Short
1204,L,2,97,Short
599,L,2,98,Short
733,L,2,98,Short
1099,L,2,98,Short
1388,L,2,98,Short
1429,L,2,98,Short
304,R,2,99,Long
647,R,2,99,Long
777,R,2,99,Long
893,R,2,99,Long
1182,R,2,99,Long
1189,R,2,99,Long
1544,R,2,99,Long
1723,R,2,99,Long
2000,R,2,99,Long
2146,R,2,99,Long
2285,R,2,99,Long
2835,R,2,99,Long
3173,R,2,99,Long
3475,R,2,99,Long
3652,R,2,99,Long
3863,R,2,99,Long
4104,R,2,99,Long
4238,R,2,99,Long
4348,R,2,99,Long
4435,R,2,99,Long
555,R,2,100,Long
853,R,2,100,Long
1296,R,2,100,Long
1471,R,2,100,Long
1622,R,2,100,Long
1735,R,2,100,Long
1863,FC,2,100,Long
2297,R,2,100,Long
2706,R,2,100,Long
2840,R,2,100,Long
3027,R,2,100,Long
3717,R,2,100,Long
3853,R,2,100,Long
4007,R,2,100,Long
4173,R,2,100,Long
4234,R,2,100,Long
4305,R,2,100,Long
4466,R,2,100,Long
643,R,2,101,Long
823,R,2,101,Long
1132,R,2,101,Long
1143,R,2,101,Long
1301,R,2,101,Long
1675,R,2,101,Long
1928,R,2,101,Long
2078,R,2,101,Long
2162,R,2,101,Long
2302,R,2,101,Long
2722,R,2,101,Long
2952,R,2,101,Long
3032,R,2,101,Long
3154,R,2,101,Long
3379,R,2,101,Long
3447,R,2,101,Long
3874,R,2,101,Long
4335,R,2,101,Long
760,L,2,102,Short
920,L,2,102,Short
425,L,2,103,Short
537,L,2,103,Short
622,L,2,103,Short
962,L,2,103,Short
1005,L,2,103,Short
1069,L,2,103,Short
1029,L,2,104,Short
1095,L,2,104,Short
1200,L,2,104,Short
1274,L,2,104,Short
1333,L,2,104,Short
1411,L,2,104,Short
1462,L,2,104,Short
1497,L,2,104,Short
229,L,2,105,Short
339,L,2,105,Short
567,L,2,105,Short
615,L,2,105,Short
685,L,2,105,Short
1145,L,2,105,Short
1190,L,2,105,Short
1287,L,2,105,Short
1353,L,2,105,Short
1446,L,2,105,Short
366,L,2,106,Short
433,L,2,106,Short
444,L,2,106,Short
495,L,2,106,Short
642,L,2,106,Short
697,L,2,106,Short
781,L,2,106,Short
870,L,2,106,Short
945,L,2,106,Short
1146,L,2,106,Short
1401,L,2,106,Short
1471,L,2,106,Short
237,R,2,107,Long
605,R,2,107,Long
762,R,2,107,Long
1082,R,2,107,Long
1410,R,2,107,Long
1744,R,2,107,Long
2018,R,2,107,Long
2477,R,2,107,Long
2859,R,2,107,Long
3146,R,2,107,Long
4028,R,2,107,Long
4405,R,2,107,Long
526,L,2,108,Short
747,L,2,108,Short
1131,L,2,108,Short
1307,L,2,108,Short
1315,L,2,108,Short
163,R,2,109,Long
557,R,2,109,Long
1180,R,2,109,Long
1464,R,2,109,Long
1691,R,2,109,Long
1911,R,2,109,Long
2682,R,2,109,Long
3234,R,2,109,Long
3260,R,2,109,Long
4116,R,2,109,Long
318,R,2,110,Long
955,R,2,110,Long
1105,R,2,110,Long
1290,R,2,110,Long
1574,R,2,110,Long
1651,R,2,110,Long
1790,R,2,110,Long
2405,R,2,110,Long
2578,R,2,110,Long
2659,R,2,110,Long
2669,R,2,110,Long
3220,R,2,110,Long
3314,R,2,110,Long
3390,R,2,110,Long
3557,R,2,110,Long
3954,R,2,110,Long
4201,R,2,110,Long
467,L,2,111,Short
555,L,2,111,Short
855,L,2,111,Short
900,L,2,111,Short
1193,L,2,111,Short
1245,L,2,111,Short
190,R,2,112,Long
649,R,2,112,Long
885,R,2,112,Long
1481,R,2,112,Long
2043,R,2,112,Long
2155,R,2,112,Long
2474,R,2,112,Long
2507,R,2,112,Long
2978,R,2,112,Long
3176,R,2,112,Long
3827,R,2,112,Long
4209,R,2,112,Long
1052,R,2,113,Long
1686,R,2,113,Long
1763,R,2,113,Long
1867,R,2,113,Long
1948,R,2,113,Long
2084,R,2,113,Long
2222,R,2,113,Long
2355,R,2,113,Long
3604,R,2,113,Long
3708,R,2,113,Long
3993,R,2,113,Long
1018,R,2,114,Long
1594,R,2,114,Long
1901,R,2,114,Long
2213,R,2,114,Long
3214,R,2,114,Long
3392,R,2,114,Long
4043,R,2,114,Long
4282,R,2,114,Long
1275,L,2,115,Short
1408,L,2,115,Short
447,L,2,116,Short
1217,L,2,116,Short
1298,L,2,116,Short
1321,L,2,116,Short
1334,L,2,116,Short
1410,L,2,116,Short
193,R,2,117,Long
671,R,2,117,Long
799,R,2,117,Long
858,R,2,117,Long
928,R,2,117,Long
1225,R,2,117,Long
2347,R,2,117,Long
2569,R,2,117,Long
2775,R,2,117,Long
2860,R,2,117,Long
2913,R,2,117,Long
3157,R,2,117,Long
3361,FC,2,117,Long
3488,R,2,117,Long
3585,R,2,117,Long
3764,R,2,117,Long
3809,R,2,117,Long
4056,R,2,117,Long
4487,R,2,117,Long
249,L,2,118,Short
407,L,2,118,Short
423,L,2,118,Short
455,L,2,118,Short
533,L,2,118,Short
598,L,2,118,Short
680,L,2,118,Short
848,L,2,118,Short
1240,L,2,118,Short
1309,L,2,118,Short
1396,L,2,118,Short
1493,L,2,118,Short
1176,R,2,119,Long
2457,R,2,119,Long
2955,R,2,119,Long
3141,R,2,119,Long
3887,R,2,119,Long
3955,R,2,119,Long
4273,R,2,119,Long
4446,R,2,119,Long
408,L,2,120,Short
482,L,2,120,Short
634,L,2,120,Short
729,L,2,120,Short
738,L,2,120,Short
820,L,2,120,Short
918,L,2,120,Short
1071,L,2,120,Short
1207,L,2,120,Short
1247,L,2,120,Short
1275,L,2,120,Short
1842,R,2,121,Long
2126,R,2,121,Long
3645,R,2,121,Long
3801,R,2,121,Long
3887,R,2,121,Long
413,L,3,123,Short
501,L,3,123,Short
594,L,3,123,Short
606,L,3,123,Short
641,L,3,123,Short
691,L,3,123,Short
986,L,3,123,Short
1009,L,3,123,Short
1025,L,3,123,Short
1071,L,3,123,Short
1132,L,3,123,Short
1164,L,3,123,Short
1192,L,3,123,Short
1221,L,3,123,Short
1234,L,3,123,Short
1352,L,3,123,Short
1413,L,3,123,Short
1423,L,3,123,Short
662,L,3,124,Short
706,L,3,124,Short
748,L,3,124,Short
784,L,3,124,Short
962,L,3,124,Short
1023,L,3,124,Short
1060,L,3,124,Short
1223,L,3,124,Short
1264,L,3,124,Short
1283,L,3,124,Short
1305,L,3,124,Short
1317,L,3,124,Short
1364,L,3,124,Short
1435,L,3,124,Short
1482,L,3,124,Short
292,R,3,125,Long
442,R,3,125,Long
800,R,3,125,Long
908,R,3,125,Long
1070,R,3,125,Long
1297,R,3,125,Long
1606,R,3,125,Long
1892,R,3,125,Long
2183,R,3,125,Long
2199,R,3,125,Long
2247,R,3,125,Long
2341,R,3,125,Long
2489,R,3,125,Long
2948,R,3,125,Long
3274,R,3,125,Long
3553,R,3,125,Long
3670,R,3,125,Long
3909,R,3,125,Long
4360,R,3,125,Long
186,L,3,126,Short
247,L,3,126,Short
281,L,3,126,Short
328,L,3,126,Short
342,L,3,126,Short
373,L,3,126,Short
511,L,3,126,Short
838,L,3,126,Short
928,L,3,126,Short
1008,L,3,126,Short
1224,L,3,126,Short
1317,L,3,126,Short
1325,L,3,126,Short
1371,L,3,126,Short
1446,L,3,126,Short
1474,L,3,126,Short
448,R,3,127,Long
530,R,3,127,Long
545,R,3,127,Long
867,R,3,127,Long
1776,R,3,127,Long
2201,R,3,127,Long
2378,R,3,127,Long
2690,R,3,127,Long
2830,R,3,127,Long
2966,R,3,127,Long
3192,R,3,127,Long
3753,R,3,127,Long
3953,R,3,127,Long
20,R,3,128,Long
292,R,3,128,Long
619,R,3,128,Long
739,R,3,128,Long
939,R,3,128,Long
1279,R,3,128,Long
1421,R,3,128,Long
1511,R,3,128,Long
1868,R,3,128,Long
1918,R,3,128,Long
1927,R,3,128,Long
2134,R,3,128,Long
3122,R,3,128,Long
3484,R,3,128,Long
3596,R,3,128,Long
3666,R,3,128,Long
3774,R,3,128,Long
4326,R,3,128,Long
4487,R,3,128,Long
496,R,3,129,Long
783,R,3,129,Long
920,R,3,129,Long
1004,R,3,129,Long
1076,R,3,129,Long
1139,R,3,129,Long
1324,R,3,129,Long
1374,R,3,129,Long
1837,R,3,129,Long
2031,R,3,129,Long
2213,R,3,129,Long
2485,R,3,129,Long
2838,R,3,129,Long
2952,R,3,129,Long
3094,R,3,129,Long
3346,R,3,129,Long
3859,R,3,129,Long
4025,R,3,129,Long
4370,R,3,129,Long
4381,R,3,129,Long
345,L,3,130,Short
499,L,3,130,Short
586,L,3,130,Short
640,L,3,130,Short
698,L,3,130,Short
985,L,3,130,Short
1070,L,3,130,Short
1082,L,3,130,Short
1094,L,3,130,Short
1104,L,3,130,Short
1211,L,3,130,Short
1221,L,3,130,Short
1300,L,3,130,Short
1310,L,3,130,Short
260,L,3,131,Short
427,L,3,131,Short
732,L,3,131,Short
803,L,3,131,Short
927,L,3,131,Short
1029,L,3,131,Short
1286,L,3,131,Short
1498,L,3,131,Short
97,R,3,132,Long
380,R,3,132,Long
536,R,3,132,Long
744,R,3,132,Long
843,R,3,132,Long
1164,R,3,132,Long
1477,R,3,132,Long
1835,R,3,132,Long
2051,R,3,132,Long
2261,R,3,132,Long
2318,R,3,132,Long
2476,R,3,132,Long
2544,R,3,132,Long
2781,R,3,132,Long
2926,R,3,132,Long
3083,R,3,132,Long
3280,R,3,132,Long
3519,R,3,132,Long
3666,FC,3,132,Long
3924,R,3,132,Long
4430,R,3,132,Long
437,R,3,133,Long
708,R,3,133,Long
832,R,3,133,Long
1201,R,3,133,Long
1273,R,3,133,Long
1384,R,3,133,Long
1590,R,3,133,Long
1716,R,3,133,Long
2010,R,3,133,Long
2068,R,3,133,Long
2213,R,3,133,Long
2491,R,3,133,Long
2755,R,3,133,Long
2974,R,3,133,Long
3038,R,3,133,Long
3111,R,3,133,Long
3246,FC,3,133,Long
3783,R,3,133,Long
4081,R,3,133,Long
4249,R,3,133,Long
4407,R,3,133,Long
4469,R,3,133,Long
355,L,3,134,Short
431,L,3,134,Short
534,L,3,134,Short
628,L,3,134,Short
646,L,3,134,Short
720,L,3,134,Short
782,L,3,134,Short
1024,L,3,134,Short
1066,L,3,134,Short
1132,L,3,134,Short
1248,L,3,134,Short
1311,L,3,134,Short
1425,L,3,134,Short
1451,L,3,134,Short
216,L,3,135,Short
275,L,3,135,Short
732,L,3,135,Short
809,L,3,135,Short
834,L,3,135,Short
1177,L,3,135,Short
1245,L,3,135,Short
1302,L,3,135,Short
1378,L,3,135,Short
383,L,3,136,Short
551,L,3,136,Short
558,L,3,136,Short
599,L,3,136,Short
665,L,3,136,Short
856,L,3,136,Short
883,L,3,136,Short
1010,L,3,136,Short
1238,L,3,136,Short
1307,L,3,136,Short
1386,L,3,136,Short
1453,L,3,136,Short
248,L,3,137,Short
349,L,3,137,Short
383,L,3,137,Short
390,L,3,137,Short
399,L,3,137,Short
449,L,3,137,Short
698,L,3,137,Short
787,L,3,137,Short
877,L,3,137,Short
884,L,3,137,Short
897,L,3,137,Short
946,L,3,137,Short
1402,L,3,137,Short
784,R,3,138,Long
1338,R,3,138,Long
1488,R,3,138,Long
1553,R,3,138,Long
1714,R,3,138,Long
1801,R,3,138,Long
2823,R,3,138,Long
3025,R,3,138,Long
3250,R,3,138,Long
3751,R,3,138,Long
3949,R,3,138,Long
4298,R,3,138,Long
314,R,3,139,Long
446,R,3,139,Long
567,R,3,139,Long
759,R,3,139,Long
1260,R,3,139,Long
1461,R,3,139,Long
1556,R,3,139,Long
1851,R,3,139,Long
2026,R,3,139,Long
2100,R,3,139,Long
2191,FC,3,139,Long
2521,R,3,139,Long
2660,R,3,139,Long
2851,R,3,139,Long
2921,R,3,139,Long
3060,R,3,139,Long
3175,R,3,139,Long
3326,R,3,139,Long
3431,R,3,139,Long
4137,R,3,139,Long
4250,R,3,139,Long
4339,R,3,139,Long
4446,R,3,139,Long
360,R,3,140,Long
460,R,3,140,Long
816,R,3,140,Long
942,R,3,140,Long
